first_name,last_name,phone_number,street,county,email,ID,dob,date,val1,val2,val1_CI
Billie,Goyette,(653)708-4918,9795 71th Street Apt. 645,Chelan County,jaycie.glover@wolff.com,036-03-8012,1992-06-12,2025-08-15,0.844,0.164,0.82-0.88
Idabelle,Gusikowski,(939)426-7662,9248 NW 69th Avenue Apt. 278,King County,yhowe@leffler.com,136-29-4535,2010-03-05,2025-03-11,0.306,0.858,0.28-0.35
Chris,Klein,1-066-814-6640x63567,06539 Torphy Way,Snohomish County,uschiller@group.biz,295-54-1680,2009-11-06,06/27/2025,0.999,1,0.97-1
Rianna,Homenick,+82(2)1613878380,3655 SouthWest 58th Avenue,Grant County,stremblay@yahoo.com,836-34-4726,1965-05-02,07/01/2024,0.264,0.205,0.19-0.3
Willodean,Goyette,1-144-141-4559,6179 NW Schuster Ln,Pierce County,lafe47@hotmail.com,387-59-1843,1963-07-21,2024-12-05,0.939,1,0.93-0.97
Destiny,DuBuque,000.745.4824x651,3021 Farah Dr SouthEast,Kitsap County,bartell.corrina@gmail.com,848-47-8744,1954-04-09,02/11/2025,0.062,0.188,0.04-0.14
Lynsey,Kautzer,1-400-885-0388,52986 NW Labadie Blvd Apt. 580,King County,reichel.shelba@gerhold.com,720-36-1545,1990-11-01,03/23/2025,0.705,0.302,0.68-0.72
Tamala,Jaskolski,283.772.5751,208 SW Shane Market,Yakima County,jacobson.amin@hotmail.com,794-52-7817,1939-10-09,04/26/2025,0.806,1,0.79-0.85
Kiarra,Turcotte,(602)631-4875x27583,03917 Bogan Falls Drive East,King County,weissnat.ara@yahoo.com,674-38-5854,1951-08-12,2024-06-05,0.097,0.331,0.09-0.1
Rosey,Anderson,(655)670-8755x422,831 NorthWest White Ln Apt. 285,King County,samual00@gmail.com,851-44-2331,1971-12-08,2024-10-10,0.488,0.361,0.4-0.52
Ciji,Herzog,(673)972-7462x75861,67804 Gleason Boulevard Apt. 205,Clark County,oberbrunner.harry@boyle.org,484-18-6688,1961-04-07,11/14/24,0.43,0.82,0.42-0.46
Lyman,Prohaska,(078)947-9265,87425 West Branch Ste,King County,sklein@yahoo.com,198-18-3003,1960-12-12,2024/01/27,0.664,0.32,0.64-0.67
Captain,Stoltenberg,1-249-868-5757,75781 Keshawn Market,Pierce County,fd'amore@hotmail.com,341-91-4320,1940-02-29,2025-02-01,0.998,1,0.96-1
Gaines,Johnson,1-086-651-4891,09355 E Parker Lane Apt. 565,Kitsap County,rbarton@morissette.com,561-93-4902,2000-03-10,2024-10-12,0.035,0.039,0-0.05
Adrain,Gerlach,256.356.6552,60093 NW Vander Ln,King County,hammes.little@collins.com,662-44-3989,1955-10-30,2025-03-03,0.467,0.445,0.46-0.58
Alanna,Harris,1-052-071-6483,1836 SouthWest Rosenbaum Causeway Apt. 497 Road Apt. 497,Cowlitz County,cremin.siobhan@and.biz,693-84-7696,1997-03-24,2025/01/18,0.883,0.239,0.85-0.9
Caleb,Schaefer,755.288.9693x7749,149 Smith Avenue,King County,vela.romaguera@gmail.com,691-66-9292,1995-10-05,02/07/2025,0.261,0.348,0.21-0.3
Stevie,Jacobs,370-764-5739,847 E Lisette Dr,Jefferson County,kathie91@hotmail.com,523-08-8490,1998-02-25,01/22/24,0.703,0.751,0.68-0.71
Antwain,Waters,789-476-0090x0513,4642 NW West Dr Apt. 841,Pierce County,wiza.cloe@ltd.com,439-64-6924,2000-12-10,2025-06-02,1,1,0.99-1
Nichol,Welch,380.634.6208,748 Gee Place SW,King County,nolan.gaither@nikolaus.com,721-76-6193,2007-10-11,2025/07/08,0.517,0.537,0.49-0.59
Trayvon,Klein,355.683.5250,1808 Ronnie Drive SouthEast Apt. 155,Grant County,isabela98@hotmail.com,366-69-9714,1947-09-06,2024-08-03,0.211,0.376,0.13-0.24
Kristen,Hegmann,433-462-6177,324 23th St N,Pend Oreille County,caltenwerth@gmail.com,290-91-0604,1996-11-18,08/14/2025,1,1,1-1
Casey,Mertz,(548)790-3840,680 Gaylord Ste North,Pierce County,kaaren.paucek@yahoo.com,835-78-1027,1942-06-29,2024-08-02,1,1,0.95-1
Ayden,Wisoky,03693458749,3979 South Calvin Place,Benton County,antwan52@group.com,451-28-5334,1970-07-09,09/25/2024,0.343,0.314,0.32-0.41
Roland,Jacobi,971-474-0136x206,2581 NorthEast White Road,Snohomish County,dickinson.florance@yahoo.com,667-77-3080,1966-03-17,05/19/2024,0.255,1,0.22-0.32
Merritt,Osinski,1-239-053-4508x510,0336 Alanzo Boulevard NorthEast,King County,erdman.deborah@yahoo.com,050-08-3424,1960-06-03,2024/12/20,0.597,0.711,0.59-0.63
Finley,Champlin,(569)393-2399x198,498 58th St.,Pierce County,barton66@keebler.org,087-58-9491,1972-10-07,2025/04/24,0.833,1,0.77-0.88
Garnett,Cremin,+79(2)4297615504,48895 Reanna Rd North,King County,theathcote@plc.net,142-22-3671,1955-08-14,2024-03-24,0.364,0.302,0.33-0.37
Rhett,Dare,601-585-1079,90874 Zulauf Cove Apt. 837 Ste N Apt. 837,Pierce County,bernhard.verena@heidenreich.info,236-70-2585,1931-04-26,08/29/2025,0.999,1,0.97-1
Gilberto,Torphy,622.117.5216x0588,68319 Hilll Drive Apt. 375,King County,josephus05@gmail.com,478-21-0076,1939-07-08,10/19/2024,0.122,0.183,0.05-0.12
Alver,Dietrich,1-884-178-6304,7094 N Hane Blvd,Yakima County,jaxon74@monahan.com,377-83-8840,1983-10-28,2024-01-27,0.829,0.838,0.81-0.84
Alphonse,Hartmann,534.901.0147x80751,553 Zemlak Way,Walla Walla County,wolf.roxann@harris.com,315-90-7561,1935-11-20,2025/05/14,0.071,0.007,0.05-0.12
Velda,Douglas,(492)738-1359x2470,90703 22th Ave,Clallam County,bill87@inc.com,588-47-0194,1977-12-01,07/29/2025,0.058,0.246,0.02-0.09
Horace,Marks,675.484.4865x03709,03423 Wally Rd North,King County,klein.kandace@hotmail.com,448-39-5491,2015-11-25,08/19/24,0.943,0.478,0.92-0.97
Jacklyn,Swaniawski,348.802.3803,4694 Authur Lakes Place West,Snohomish County,leffler.adrianne@hotmail.com,566-98-4399,2006-11-14,2025-03-12,0.155,1,0.15-0.19
Georgie,Streich,255-447-4216,4675 50th Street North,Whatcom County,vcorkery@hotmail.com,004-42-6464,1995-07-31,2024-05-25,0.001,0.644,0-0.01
Jessee,Kihn,1-850-550-2296,72156 NorthWest 17th Avenue,Pierce County,mackenzie.mohr@cole.com,452-12-8667,1941-03-03,2024-04-28,1,1,0.99-1
Shanika,Brakus,009.848.1433x996,86029 Liliana Blvd NE,Yakima County,king.derwin@pacocha.info,123-84-7112,2002-12-18,2024/01/12,0.842,0.903,0.84-0.87
Captain,Rogahn,(791)751-2497,3288 SouthWest Kulas Alley,Yakima County,stetson34@yahoo.com,028-84-3863,1983-10-26,2024-03-11,0.909,0.55,0.9-0.96
Irine,Abernathy,1-752-548-6394x610,990 Bettyjane Boulevard NorthEast Apt. 546,King County,almina49@robel.com,700-57-3806,1979-10-08,2025/04/30,0.64,0.12,0.62-0.7
Connor,Blanda,930.575.9149,0066 51th Avenue North Apt. 960,Spokane County,lind.alfonse@hotmail.com,026-42-8215,1960-07-20,06/12/2024,0.611,0.229,0.59-0.63
Ahmed,Windler,400-375-1801,student,King County,asawayn@hotmail.com,527-76-5216,2024-05-21,2024/12/25,0.246,0.81,0.21-0.26
Collie,Abbott,606-392-6011,79362 17th Avenue SouthWest,King County,bhermann@yahoo.com,778-37-1553,1958-01-29,2024/05/12,0.469,0.263,0.45-0.59
Kathyrn,Treutel,(025)754-4207x3483,672 21th Ave. Apt. 169,Snohomish County,vgreenfelder@hotmail.com,015-06-4286,2007-10-17,2024-01-02,0.859,0.169,0.83-0.93
Odin,Brown,1-706-814-3292x68690,20763 West 59th St Apt. 904,King County,zjacobson@hotmail.com,824-61-7702,2016-07-22,03/09/2025,0.805,0.341,0.8-0.83
Britney,Roob,813-084-4894x255,2845 Lynch Hwy SE,Snohomish County,brinley66@yahoo.com,471-81-5313,1969-09-22,03/26/2025,1,1,0.99-1
Heriberto,Deckow,(634)714-3312,7691 Heaney Ln,King County,rgrimes@yahoo.com,181-38-5313,1998-11-14,12/09/2024,0.344,0.026,0.28-0.39
Brooklyn,Schmeler,284-615-2733x611,172 SouthEast 61th St,Island County,deborrah62@murray.com,695-66-1787,1935-06-01,08/01/2025,0.088,0.144,0.07-0.1
Roxanne,Walker,987-690-5553,8629 Jones Vista NE,Pierce County,luda.moore@greenfelder.net,732-64-7124,1994-12-19,03/14/2024,0.993,NA,0.94-1
Jayleen,Klocko,222.714.1282x6983,92127 12th St West Apt. 195,Spokane County,qbayer@yahoo.com,543-25-9269,1947-07-18,08/02/25,0.671,0.459,0.63-0.69
Kyara,Lang,875.020.6324x9986,5310 Christion Blvd Apt. 115,Pierce County,rianna44@hotmail.com,676-07-0993,1983-07-26,06/01/2024,1,1,0.98-1
Lonnie,Toy,763.465.6633x1633,0200 58th Street SouthEast,Franklin County,czemlak@plc.com,645-46-8468,1981-03-30,07/19/2024,0.606,0.852,0.56-0.67
Jabbar,Muller,01831889066,125 NE Mindi Ln Apt. 964,King County,oturcotte@satterfield.info,305-49-5744,1951-03-29,02/07/2024,0.229,N/A,0.16-0.24
Bella,Reichert,476-161-8480x6546,6643 Pandora Dr SW,King County,gbins@haley.com,871-99-3934,1984-01-06,2025-06-21,0.641,0.586,0.58-0.67
Carlisle,Johns,(403)864-4566x53673,173 Goldia Hwy NE,Clark County,trula.crooks@yahoo.com,895-95-1740,1949-04-14,2024-07-19,0.717,0.432,0.71-0.75
Frederica,Stehr,(358)192-6475,6869 23th Ave. SouthEast,Columbia County,tlarkin@hotmail.com,636-18-3203,1997-05-28,2025-05-01,0.865,1,0.79-0.9
Sharen,Koch,883-360-4184x66043,70737 SouthWest Vilma Avenue,Skagit County,delano.dicki@hoppe.info,395-32-8353,1957-05-14,2025-05-14,0.333,0.198,0.25-0.34
Cielo,Kuvalis,620.803.8343,694 NorthWest 61th Ave.,King County,bhoppe@gmail.com,847-67-0611,1966-10-03,2024-05-13,0.106,0.084,0.1-0.12
Alwilda,Feeney,321.510.3662x0269,72177 West Patric Market,King County,scarroll@beer.com,485-28-6259,1984-11-14,04/10/25,0.003,0.46,0-0.09
Gideon,Hand,04107218100,9293 W Beahan Blvd Apt. 415,Pierce County,johnnie36@plc.com,502-82-6199,2015-07-13,03/29/2025,0.983,0.853,0.94-1
Tawana,Berge,(628)100-5402,86449 SW 22th Avenue,King County,sandra.reinger@hotmail.com,446-02-8571,1960-09-15,07/14/24,0.077,0.224,0.05-0.08
Maryam,Zulauf,402.433.7312x619,6325 Hartmann Vista,Spokane County,tyshawn47@mayer.net,356-09-6081,1952-09-23,2024/09/29,0.446,0.782,0.38-0.47
Don,Morar,(873)931-9167,95469 NorthEast 21th Avenue,Thurston County,fhermiston@hotmail.com,777-60-6600,2007-02-28,03/14/2024,0,0.001,0-0.04
Casandra,Erdman,(496)158-3972,0603 East 18th Ave,Pierce County,fritsch.aryan@hotmail.com,889-06-1309,2007-09-21,11/29/2024,0.986,0.926,0.96-1
Iva,Cruickshank,1-094-424-6010,126 Staci Place,King County,ottis.hand@yahoo.com,599-39-8213,1937-02-24,03/07/2025,0.605,0.394,0.54-0.63
Frances,Brekke,(922)912-3158,83087 NE Heathcote Way Apt. 151,Lincoln County,akohler@llc.com,821-32-3893,1951-08-14,2024-11-18,0.016,0.148,0-0.07
Gaige,Tillman,1-209-879-6807x316,21650 Vaughn Squares Apt. 901 Lane NE Apt. 901,Kitsap County,nlindgren@gmail.com,016-50-8002,2013-12-06,2024-07-18,0.172,0.498,0.14-0.2
Zayden,Nikolaus,713-817-6829,388 W Welch Island Apt. 390 Drive Apt. 390,Kitsap County,yluettgen@hotmail.com,465-51-2939,1946-08-05,11/04/2024,0.004,0.635,0-0.02
Rae,Rolfson,1-077-328-7140x7234,979 Roxy Crescent Way,King County,kecia27@yahoo.com,300-43-6916,2000-10-14,01/02/2024,0.835,NA,0.78-0.87
Gladis,Botsford,1-485-445-2997x275,075  Ann Pl,King County,anais45@howell.com,314-67-8954,1930-10-20,2024-05-22,0.538,0.586,0.53-0.62
Chris,Kling,1-702-334-5137x1230,90833 Barrows Drive SE,Spokane County,unienow@stokes.com,887-68-9802,2011-12-05,04/02/2024,0.334,0.764,0.31-0.39
Caren,Cummerata,102.258.5123x8351,538 Kuphal St Apt. 832,Klickitat County,chyna.hartmann@gmail.com,727-71-4406,1941-12-13,05/17/2024,0.677,0.467,0.67-0.77
Jamie,Carter,1-143-867-8915,4870 Tyrek Rd SW,Clallam County,darius.vonrueden@hotmail.com,885-45-5101,1946-08-08,2024/08/04,0.17,0.223,0.11-0.17
Le,Stroman,(975)562-6318,318 39th Ave.,Spokane County,eloy.carroll@inc.com,509-38-4516,2003-02-06,05/19/2024,0.232,0.38,0.19-0.25
Jaren,Gorczany,072-050-1854x6344,46134 E Otto Dr,King County,ahodkiewicz@yahoo.com,100-06-3677,1984-10-08,2025/06/10,0.159,0.238,0.14-0.17
Nelia,Greenfelder,00882048556,0009 Welch Village St E,Snohomish County,lilyan.pagac@group.com,543-21-4811,1954-12-08,2025/03/08,1,1,0.99-1
Bedford,Mante,966-516-8537x417,34995 Hayes Way Apt. 899,Snohomish County,commodore88@hotmail.com,622-91-1974,1965-05-26,01/20/2025,0.966,1,0.95-1
Salome,Sawayn,+12(9)4342195300,8918 Maybell Alley Apt. 883,Benton County,trista08@hotmail.com,533-81-4615,1972-03-01,2024-01-06,0.456,0.557,0.45-0.46
Erving,Considine,01083100360,0132 East Shantel Alley Apt. 641,Pierce County,vashti.auer@hotmail.com,130-41-5941,2012-09-24,2024-11-05,1,1,1-1
Mell,Kirlin,04695620064,6358 Stokes Villages Ave NW,Chelan County,cgottlieb@dickens.info,653-87-9468,1935-06-11,2024-03-13,0.82,0.158,0.82-0.86
Willodean,Kessler,729.848.5699,1490 Waldemar Lights Place NorthWest,Pierce County,erasmus17@kirlin.org,496-44-7180,1952-11-15,09/13/2024,1,1,0.96-1
Silas,Wunsch,+79(7)9201918452,848 West Jacobs Park Apt. 937 Dr Apt. 937,Stevens County,arletta23@hotmail.com,211-40-2855,2009-06-21,07/11/2024,1,1,0.97-1
Kaleigh,Greenfelder,1-182-778-5283,4623 NW 45th Ave.,Spokane County,jim.schowalter@hotmail.com,196-64-4892,1990-11-24,2024-02-29,0.128,0.671,0.08-0.16
Stevan,Baumbach,+63(9)7366175843,1772 68th St,King County,verner20@yahoo.com,027-48-5391,2010-11-08,2025/08/10,0.475,0.149,0.47-0.49
Jeremy,Morar,(843)897-5031x261,83678 N Britta St,Pierce County,dicki.dennie@jast.net,605-42-0390,2009-07-02,2024-01-24,1,0.131,0.99-1
Katie,Hettinger,07859073395,61787 SouthEast Benedict Alley Apt. 002,Clark County,purdy.margurite@pacocha.com,342-40-4843,2000-10-29,06/09/2024,0.566,0.468,0.5-0.61
Marilou,Feest,526-087-2353x2403,061 E 46th St.,King County,ostanton@yahoo.com,634-81-2780,1985-01-07,2024-01-24,0.214,0.265,0.2-0.22
Marsh,VonRueden,+32(8)2219222729,020 Kit Highway Apt. 787,Thurston County,becker.jackeline@gmail.com,687-53-2294,1962-09-14,09/21/2024,0.028,0.128,0-0.05
Kenyatta,Orn,+49(6)2792911531,56409 SW Kertzmann Ave,Benton County,doyle.carole@sporer.com,042-63-3444,1993-11-05,2024-01-01,0.091,0.093,0.07-0.13
Caitlynn,Jones,716.808.1877x63488,5869 Marchello Ste North Apt. 447,LewisCounty,hmann@yahoo.com,462-47-9061,2015-01-18,06/19/24,0.521,0.782,0.48-0.61
Ezell,Stokes,413-901-3983x794,743 SouthWest Konopelski Vista,Snohomish County,kihn.orval@plc.biz,382-32-4463,1961-11-23,2024-03-15,0.986,1,0.96-1
Leonora,Labadie,511-463-8719x553,705 Stracke Highway NorthWest,King County,dora.bednar@hotmail.com,632-81-1330,1931-04-14,2025-03-11,0.796,0.519,0.74-0.82
Hardin,Hilpert,+14(3)0086468962,439 N 58th Street Apt. 185,Snohomish County,vicie17@gmail.com,195-96-2376,1966-04-01,11/25/2024,0.999,1,0.98-1
Ciarra,Homenick,661.492.2521,668 Toby Ferry Way,Grant County,kahlil.lueilwitz@group.com,714-32-5533,1972-09-28,03/30/2025,0.203,0.106,0.18-0.23
Jabbar,Weimann,996-921-4382,283 Gislason Blvd,King County,kuphal.betsy@dooley.org,656-10-0411,1968-12-12,2024/03/30,0.431,0.198,0.42-0.43
Fremont,Tremblay,1-192-985-3377x8360,8433 Carnell Fork Apt. 782 Boulevard S Apt. 782,Cowlitz County,kessler.linn@hotmail.com,445-26-9433,1940-12-29,2025/04/14,0.002,0,0-0.04
Zigmund,Sanford,(148)397-4214,109 Elie Boulevard East,King County,jvandervort@yahoo.com,891-55-7999,2008-01-03,10/12/2024,0.161,0.306,0.09-0.2
Dion,Zemlak,1-572-478-0984x2906,2973 NW Rosario Valley Apt. 730 Dr Apt. 730,King County,alyssia.schulist@hotmail.com,068-07-8148,1983-07-16,04/18/25,0.245,0.632,0.17-0.3
Edsel,Kiehn,+85(6)3709408606,46019 Arvel Ln SE,Wahkiakum County,xwilkinson@hotmail.com,094-92-1635,1972-09-12,10/03/2024,0,0.009,0-0
Elwood,Walker,1-275-295-0546x019,105 Florrie Market NE,Spokane County,jquigley@hotmail.com,214-66-5291,1951-09-09,06/07/2025,0.709,0.239,0.7-0.73
Jerimy,Steuber,(537)537-6856x2269,230 70th Ave. S,Kitsap County,halie41@rosenbaum.com,836-25-2736,1956-05-16,02/12/25,0.576,0.755,0.55-0.58
Ayanna,Labadie,703-699-3462x440,70737 NW Mertz Ln,Snohomish County,brendan.toy@brakus.org,702-33-0150,1959-05-28,2024-12-08,0.718,1,0.71-0.76
Olar,Moen,1-948-156-1439x684,994 Barton Avenue,Pierce County,kunde.ozell@gmail.com,678-46-1885,2013-08-22,02/02/2025,0.952,0.981,0.94-0.97
Montie,Hagenes,+70(9)2878665844,7948 NorthEast Lynch Street,King County,dwight.bashirian@inc.com,387-33-8947,1938-10-08,02/21/2025,0.472,0.072,0.43-0.51
Manie,Shanahan,+54(7)6350408623,111 Ryan Way NorthWest,Yakima County,mills.zena@gmail.com,580-77-9500,1934-04-14,07/01/2024,1,0.368,0.92-1
Boone,Hermiston,(953)390-8244x607,95276 North 19th St.,Skagit County,xhaley@spinka.info,456-40-5809,1973-03-23,03/11/25,0.085,0.305,0.03-0.1
Jerrica,Heathcote,04225598040,03785 Brittney Canyon Apt. 115 Lane NE Apt. 115,King County,hagenes.jerel@gmail.com,792-10-6222,2010-05-25,07/24/2024,0.132,0.215,0.09-0.16
Burnie,Spinka,05900411856,626 W Torrance Place,Mason County,shea91@toy.info,010-85-9155,1936-02-08,2024-02-23,0.987,0.945,0.97-1
Gracelyn,Hills,335.982.8746,12364 Schiller Alley,King County,deasia.dare@zemlak.com,156-39-4858,1969-07-14,06/11/2024,0.602,0.231,0.57-0.65
Tarah,Gleichner,386-773-8019,address,Thurston County,pablo.bartell@llc.com,173-66-1529,1975-11-14,04/19/2024,0,0,0-0.12
Frankie,King,02911051216,8507 Aubrey Street W,King County,herzog.kennth@larson.com,298-15-3607,1955-02-06,2025-08-03,0.299,0.229,0.24-0.38
Ethyle,Boyle,636-140-2309,6173 Argie Hwy E,Grays Harbor County,kristina.gusikowski@plc.com,575-19-6981,1958-02-25,11/10/24,0.994,0.806,0.96-1
Acey,VonRueden,00809824349,2286 35th Avenue North,Grant County,paucek.marlene@gmail.com,682-26-7167,1977-10-26,10/01/2024,0.274,0.803,0.22-0.34
Leonore,Muller,059-170-9631x454,3099 Auston Lane,Island County,gheathcote@hotmail.com,430-24-0729,1994-10-23,2024/05/24,0.786,0.661,0.77-0.81
Hilliard,Okuneva,914-423-0935,8816 Jaylan Ln North,Snohomish County,flatley.ferne@yahoo.com,422-97-7338,1953-02-03,2024/09/03,0.999,0.807,0.99-1
Clemence,Russel,980.221.7608x807,181  Deegan Boulevard,Island County,russel.rollie@hotmail.com,323-59-1013,2018-11-21,2024/03/29,0.327,0.88,0.25-0.35
Marci,D'Amore,(486)775-3372x815,,Ferry County,stanton.carole@d'amore.org,224-73-5013,2001-05-20,2024/10/12,0.525,0.34,0.51-0.55
Alfie,Flatley,04426087203,1753 South Larson Road,Clark County,grady.corbett@weissnat.com,408-77-7522,1966-11-21,2024-04-22,0.894,0.486,0.86-0.9
Windy,Rosenbaum,884-265-5243x5370,0792 13th Avenue NorthWest,King County,shaneka54@funk.com,316-34-0813,1987-07-19,06/01/25,0.109,0.426,0.01-0.14
Reynolds,O'Kon,+88(1)9686409984,440 Legros Dr North,Clark County,wbuckridge@yahoo.com,687-39-9094,1981-10-29,2025-04-22,0.706,0.73,0.67-0.81
Lamar,Fisher,1-856-032-6267,989 Harris Drive SouthWest,King County ,vemmerich@erdman.com,229-35-4632,1966-06-03,2024-04-30,0.254,0.483,0.22-0.28
Dean,Rowe,+93(5)4759367641,845 Prohaska Highway S Apt. 680,Kitsap County,hessel.cato@hotmail.com,805-25-2376,1979-02-24,2025-07-10,0.067,0.489,0.05-0.12
Anna,Rutherford,740-910-9531,536 Sherri Ramp Drive SouthWest,Snohomish County,zackary.pollich@and.com,432-95-3881,1959-10-31,02/07/2025,1,1,0.99-1
Missie,Ryan,(415)334-6258x872,2547 Nellie Ste,Snohomish County,sauer.karlene@reilly.biz,001-51-6177,1979-01-11,02/21/2024,0.998,1,0.99-1
Tyra,Rohan,1-329-599-7940x652,089 78th St,King County,trilby57@group.org,389-43-1009,2002-06-22,2025/07/03,0.63,0.17,0.57-0.73
Rashaan,Lemke,1-584-488-0853x6455,4645  Borer Road Apt. 952,Yakima County,marleen.toy@davis.org,132-96-7549,1932-04-25,2024-07-24,0.981,0.7,0.96-1
Jade,Gleason,1-366-454-9112x47933,92882 Alford Cape Street SouthEast,Thurston County,twyla79@rice.com,474-32-8417,1967-12-19,10/21/2024,0,N/A,0-0.03
Kenneth,Feeney,294-387-4664x353,8267 SouthWest Beatty Market Apt. 521,Snohomish County,thompson.lovina@schuster.com,810-50-8610,1997-06-21,04/04/2024,1,1,0.96-1
Tonya,Ward,879.171.8182x523,758 SE 53th Ave,King County,lubowitz.zada@yahoo.com,821-19-7703,1952-02-15,10/15/24,0.116,0.047,0.1-0.14
Elmira,Mitchell,966-781-7405,35627 SW Tyrique Avenue,Snohomish County,jacobs.marjorie@terry.net,163-89-4221,2006-03-20,2024-08-12,1,0.539,0.98-1
Cathi,Kiehn,+59(9)6597406337,4514 Zulauf Ste SouthEast,Thurston County,sheree76@plc.com,751-22-7072,1967-07-10,2024-03-17,0.053,0.18,0.04-0.08
Teddy,O'Hara,926.903.9510,94799 30th St. E,Stevens County,vanessa.gutkowski@lehner.info,782-12-6871,1990-09-04,04/26/2025,0.798,0.455,0.75-0.86
Heather,Bernier,1-523-995-4844x599,2891 Murray Road NW,Wahkiakum County,oneal.eichmann@hotmail.com,420-28-0921,2018-09-29,06/17/2024,0.274,0.345,0.25-0.29
Berry,Stracke,04780354627,0025 Davis St,Skagit County,swaniawski.katharine@group.com,200-26-9776,1962-05-26,2024-03-27,0.125,0.59,0.11-0.15
Liston,Abshire,289-357-9084x1029,713 Grisel Garden Street,Snohomish County,zosinski@yahoo.com,406-97-3506,1935-12-11,02/17/2025,0.998,1,0.94-1
Aubrey,Langosh,1-359-339-6034x90645,4344 W Herman Drive Apt. 784,King County,buck01@klocko.com,119-08-2189,2006-02-09,10/05/2024,0.451,0.104,0.37-0.46
Laken,Batz,873.054.1132x194,603 SouthEast Watt St,Thurston County,kael66@ondricka.net,715-43-1172,1979-05-10,2024-12-13,0,0.001,0-0.05
Raymond,Hilpert,1-968-832-9783,28187 Miles Boulevard  Apt. 157,Asotin County,cruickshank.irvine@yahoo.com,880-59-0226,2012-09-27,2025-04-07,0.773,0.572,0.72-0.78
Dannie,Walsh,466.239.7061x62567,5854 Myah Hwy,Snohomish County,tucker95@hotmail.com,418-25-3448,1983-07-01,2024/03/05,1,1,0.98-1
Kellan,Beatty,+00(1)8416062478,26047 31th Street NorthWest,Lewis County,aschulist@hotmail.com,675-95-4593,2011-05-24,03/27/25,0.827,0.396,0.83-0.89
Harrie,Wyman,688-937-1275,569 East Lynch Ave,Clark County,orin06@gmail.com,265-11-5825,1936-03-04,2024/12/04,0.348,0.893,0.34-0.41
Loney,Brekke,602-884-9739x3171,81080 NE Schimmel Ave,Franklin County,benjaman.daniel@and.com,075-49-2792,1950-11-12,2024/03/04,0.377,0.81,0.36-0.42
Myles,Wiza,091-794-8155,32544 Kayden Pl,Snohomish County,mitchell.elvia@yahoo.com,642-24-1908,2008-11-10,2024-07-28,1,0.686,0.99-1
Jarret,Oberbrunner,085-631-6933x4261,2621 NW Denesik Ln,Snohomish County,ernser.autry@gerlach.com,769-87-2074,1951-02-03,2024-12-06,0.987,0.382,0.95-1
Orie,Romaguera,00107960436,121414,Pierce County,jordon.hudson@and.com,847-94-5415,1938-10-10,2024/09/28,1,0.995,0.95-1
Buffy,White,(738)666-9967x366,191 S Rath Lane,Snohomish County,summer69@wiza.net,156-61-3838,1966-09-26,2025-08-22,0.989,1,0.93-1
Margot,Haley,1-359-368-0077,301 Skiles Alley,King County,emmons.rice@yahoo.com,484-59-8339,1996-05-12,2024/05/27,0.394,.,0.33-0.42
Vernon,Hilll,06812458125,0399 Emanuel St West,Spokane County,wilford11@plc.biz,269-40-6342,1983-06-03,2024-12-08,0.123,0.209,0.1-0.28
Kayla,Purdy,1-001-330-2484,8734 Mann Street,Pierce County,cjenkins@yahoo.com,005-62-5116,1974-10-02,08/07/2025,1,0.758,0.96-1
Deloris,Hyatt,138.864.0493x356,null,King County,lyric69@inc.biz,409-45-5170,2007-12-20,2024/06/16,0.496,0.622,0.45-0.51
Lissette,Conroy,03940620955,student,Pierce County,marylou59@yahoo.com,774-57-9245,1990-04-18,05/04/2025,1,0.531,0.99-1
Gayla,Greenholt,(073)757-9272,367 Wilbur Drives Pl NW,Grant County,lola.heller@schinner.com,798-69-3804,1943-12-27,2024-03-10,0.274,0.635,0.26-0.3
Jeffie,Dibbert,337.836.0349x5385,8504 SE Donnelly Ave,Jefferson County,ftreutel@llc.com,069-59-9133,2002-09-06,07/27/2024,0.976,1,0.94-0.99
Maximo,Okuneva,(835)778-5036x39272,4976 SouthWest Thiel Way,King County,kailyn80@group.com,247-02-0396,2022-08-18,07/22/2024,0.522,0.062,0.46-0.62
Johny,Bartell,944.343.9068,575 Adelard Street SW Apt. 324,Snohomish County,terrill41@johnson.com,583-65-7589,1932-01-04,08/19/2025,0.152,N/A,0.14-0.18
Yoselin,Kris,754.463.3514,5438 3rd Ave. West,Kitsap County,krussel@yahoo.com,197-39-4185,2022-11-19,03/22/25,0.945,0.071,0.89-0.96
Ira,Larkin,1-985-104-3885,23134 Bednar Avenue SE,Thurston County,terry.nicolas@gmail.com,728-29-8678,1983-08-20,10/24/2024,0,0,0-0.05
Menachem,Hartmann,+23(6)1263074449,26146 Jacobs Highway Apt. 522,King County,haley.darrin@yahoo.com,084-62-5416,2016-02-19,2024/03/01,0.228,0.253,0.2-0.23
Angelina,Padberg,775-109-9600x7098,6335 Shay Way NorthWest Apt. 382,King County,apadberg@gmail.com,346-70-6735,1934-11-17,2025/05/06,0.058,0.023,0.04-0.06
Zita,Yost,(138)760-1012x3056,72595 Fisher Ave South,Island County,boehm.jayda@llc.com,827-59-0049,1995-02-09,08/11/2024,0.495,0.782,0.48-0.53
Ermine,Swaniawski,1-270-127-5771,7038 SE 80th St.,Whatcom County,iconsidine@and.com,182-02-8170,1948-06-20,2024-09-19,0,0.341,0-0.05
